word,word_length,unique_chars
oreodontine,11,7
presolicit,10,9
iocs,4,4
selffed,7,5
aecidiostage,12,9
monuments,9,7
chappy,6,5
oxidational,11,8
unenthusiastically,18,11
smoothface,10,9
moudywarp,9,9
anemography,11,10
cylindric,9,7
winsomest,9,8
therapeutically,15,11
chateaux,8,7
cryptonymous,12,10
retrusible,10,8
couchmaking,11,10
undesigning,11,7
layabout,8,7
annidalin,9,5
ellijay,7,6
predisputation,14,11
lithiate,8,6
tikes,5,5
hippuria,8,6
ganomalite,10,9
classicise,10,6
meetings,8,7
ascidicolous,12,8
malaromas,9,6
uniquest,8,7
olfactometer,12,9
quaylike,8,8
preheater,9,6
pronounal,9,7
czaritzas,9,7
jelerang,8,7
refractedness,13,9
penninite,9,5
chickories,10,8
stumor,6,6
scrutiny,8,8
strangulated,12,10
prosocoele,10,7
glueyness,9,7
responsor,9,6
humidify,8,7
vitally,7,6
beadrolls,9,8
nonsuburban,11,7
blanketeer,10,8
mangery,7,7
lepidosis,9,7
cranemen,8,6
calamumi,8,6
restrikes,9,6
vorticities,11,8
estolide,8,7
nationalty,10,7
neckatee,8,6
lepidosirenidae,15,10
stonerout,9,7
teamster,8,6
untill,6,5
chloragen,9,9
threadiest,10,8
reobtainable,12,9
tegea,5,4
counterdifficulty,17,12
pseudogenerically,17,14
footrace,8,7
hugeously,9,8
labaw,5,4
axweed,6,5
maziest,7,7
exhance,7,6
nuadu,5,4
fierceeyed,10,7
menorrhoea,10,7
magec,5,5
buckeyed,8,7
broigne,7,7
doubtsprung,11,10
comprizal,9,9
metrometer,10,5
inacquiescent,13,9
neuropharmacologist,19,15
finenesses,10,5
intergossipping,15,9
tajo,4,4
moocher,7,6
skewbald,8,8
plateaued,9,7
actos,5,5
catacumbal,10,7
flubbers,8,7
ethylenically,13,9
vireonine,9,6
nauntle,7,6
goodnatured,11,9
pocketlike,10,8
rimland,7,7
pseudonymously,14,10
pycnial,7,7
manacus,7,6
homeozoic,9,7
carromed,8,7
snyed,5,5
nummuloidal,11,8
theophrastaceous,16,10
frisure,7,6
abnormalness,12,9
fairgrounds,11,10
libertine,9,7
narrowbreasted,14,10
probeer,7,5
emendates,9,7
metestick,9,7
yaw,3,3
leskea,6,5
siccity,7,5
halfwillful,11,7
equimomental,12,10
passagefree,11,7
cockbell,8,6
hypocrater,10,9
tricksiest,10,7
symons,6,5
sleepwaker,10,8
aegir,5,5
reimposition,12,9
snobbing,8,6
unsnaffled,10,8
fructiculose,12,10
clypeaster,10,9
boller,6,5
citolers,8,8
reallude,8,6
vacantia,8,6
architects,10,8
nonraised,9,8
busywork,8,8
margaritiferous,15,11
ficklewise,10,8
ezekiel,7,5
proliferous,11,9
arola,5,4
telae,5,4
aestheticism,12,8
semireligious,13,9
birdfingered,12,8
minerva,7,7
reifying,8,7
diebold,7,6
awny,4,4
baseforming,11,11
ras,3,3
wide,4,4
crimpage,8,8
uintahite,9,7
muldem,6,5
unwatched,9,9
scrags,6,5
sociolegal,10,8
silicles,8,5
selfnourishing,14,11
toxicology,10,8
depeach,7,6
cywydd,6,4
adenomatome,11,7
connotational,13,7
grannies,8,7
dominicale,10,9
phenacite,9,8
paintsplashed,13,10
tekakwitha,10,7
floppies,8,7
sachemdom,9,8
ascaridole,10,9
acarpelous,10,9
drawl,5,5
languedocroussillon,19,12
gabby,5,4
unegotistically,15,12
multimotored,12,9
crystallise,11,9
pivoter,7,7
fleeceflower,12,7
mellitum,8,6
puccoon,7,5
tardyons,8,8
remodelers,10,7
selfsounding,12,10
trebloc,7,7
nonprotuberantly,16,11
engrandizement,14,10
tertry,6,4
decolors,8,7
piolets,7,7
ingurgitate,11,8
interosculant,13,11
abdominocardiac,15,9
linewalker,10,8
worldcorrupting,15,12
epidemiographist,16,12
contagiosity,12,9
preponderated,13,8
phonocardiogram,15,11
lognormality,12,10
mane,4,4
burdette,8,6
condog,6,5
limnophilidae,13,10
selfopinionatedly,17,12
spallable,9,6
subdividable,12,9
brattach,8,6
overtartness,12,8
goofiest,8,7
allsliming,10,7
dynamitic,9,8
lymphy,6,5
setfast,7,5
deverbal,8,7
seditionary,11,10
snowshoing,10,7
khat,4,4
nonworking,10,7
scold,5,5
antiagglutination,17,8
uncomprehendingness,19,13
wrongless,9,8
thitka,6,5
implacentate,12,9
befountained,12,10
thwarts,7,6
sionite,7,6
carafes,7,6
bewrapping,10,9
deadpans,8,6
ostracoda,9,7
blackcock,9,6
limonites,9,8
thorncrowned,12,9
hyperanarchy,12,8
blackmarket,11,9
quieting,8,7
unfixated,9,9
listerine,9,7
payton,6,6
cardiauxe,9,8
mitsvahs,8,7
subsolid,8,7
marcatissimo,12,8
jonah,5,5
plainy,6,6
gallic,6,5
inquiringly,11,8
orontius,8,7
fema,4,4
owly,4,4
cimex,5,5
metallifacture,14,10
lectorate,9,7
scarman,7,6
backfold,8,8
encomium,8,7
preadhere,9,6
orland,6,6
peliom,6,6
interblended,12,8
chapellany,10,8
crossmated,10,9
trim,4,4
vitalise,8,7
featherbone,11,9
asopus,6,5
oryzopsis,9,7
lyautey,7,6
describer,9,7
mesolgion,9,8
tutiorism,9,7
storiological,13,9
fajita,6,5
diagonalizable,14,10
kraurosis,9,7
tenyear,7,6
electric,8,6
ethylic,7,7
accidence,9,6
philosophicohistorical,22,10
epistylis,9,7
redressive,10,6
nicobar,7,7
slushy,6,5
workpan,7,7
piperazine,10,7
turnpoke,8,8
coupleteer,10,8
munich,6,6
carver,6,5
schnaps,7,6
unfordable,10,10
effluvia,8,7
bsornhort,9,7
cognitives,10,9
lithographs,11,10
corri,5,4
bonnice,7,6
simmers,7,5
toepieces,9,7
guanidins,9,7
onaggri,7,6
diener,6,5
burglarizes,11,10
equators,8,8
protradition,12,8
frostburnt,10,8
brazejointed,12,11
misquoter,9,9
woerevolving,12,9
dorsocervical,13,10
gewgawish,9,7
epeisodia,9,7
recurvo,7,6
inductional,11,9
haphsiba,8,6
lenses,6,4
monocyclica,11,8
stern,5,5
outfencing,10,9
tetrapetalous,13,9
nonmilitary,11,9
entincture,10,7
aqueous,7,6
diffusiveness,13,8
ovonic,6,5
narial,6,5
lambdas,7,6
donnybrooks,11,8
germanies,9,8
seventeen,9,5
singletwisted,13,9
cytochylema,11,9
strengthener,12,7
wellaccepted,12,8
sequacity,9,9
aeacidae,8,5
picturedealing,14,12
overissued,10,8
colane,6,6
solethoughted,13,9
shroudy,7,7
telomitic,9,7
aggros,6,5
acipenser,9,8
theromorph,10,7
loosehanded,11,8
zurich,6,6
crusilee,8,7
genioglossal,12,8
selfquestioning,15,11
revindicating,13,10
stite,5,4
temporalize,11,10
mandataries,11,9
overwarm,8,7
nonbuttressed,13,9
bethanked,9,8
polyphenol,10,7
recapture,9,7
tln,3,3
coarsegold,10,9
mesenteritic,12,8
genapper,8,6
saccharostarchy,15,8
sensibly,8,7
diphtheritis,12,8
sanhita,7,6
windworn,8,6
tergum,6,6
cartridge,9,8
locanda,7,6
chaetosomatidae,15,10
crinal,6,6
unsoporiferous,14,9
gawking,7,6
nondilapidated,14,9
approachability,15,11
noninhibitive,13,8
authoritarians,14,9
rubidine,8,7
styleconsciousness,18,10
nychthemer,10,8
substantiative,14,9
evacuated,9,7
liprounding,11,9
unconcealably,13,9
glitter,7,6
headmen,7,6
palliditarsate,14,9
oncosimeter,11,9
costate,7,6
keb,3,3
supersessive,12,7
contrasuggestible,17,13
saltus,6,5
workful,7,7
boswellia,9,8
antietam,8,6
cantilenes,10,8
beacons,7,7
hegelianism,11,9
overfile,8,7
chinnam,7,6
prodigies,9,8
ahhiyawa,8,5
josefite,8,7
selfeating,10,9
scopulae,8,8
sensoparalysis,14,10
doublesoled,11,7
girdletree,10,7
diphenoxylate,13,12
ergodicity,10,9
upbears,7,7
screich,7,6
testpatient,11,7
deepsix,7,6
isonomies,9,6
bulrushes,9,7
gonozooid,9,6
nonmalarian,11,7
unwealthy,9,9
consumpted,10,10
anovulatory,11,9
rotan,5,5
distill,7,5
catti,5,4
postmultiply,12,9
semicolumnar,12,11
characterizers,14,9
minicam,7,5
capitaling,10,8
boffin,6,5
jussive,7,6
flatfootedness,14,9
coquinas,8,8
homicidious,11,8
hopis,5,5
guerrant,8,7
spiritcrushed,13,10
haircuts,8,8
nonseriality,12,10
centrodesmose,13,9
unduplicity,11,9
worshiped,9,9
unrecordable,12,10
mareld,6,6
scubas,6,5
corregimientos,14,10
bullfights,10,9
traiteurs,9,7
goldenback,10,10
attitudinizes,13,9
macrurans,9,7
qasida,6,5
absentminded,12,9
laddonia,8,6
ratiocinant,11,7
pragmaticality,14,10
gorz,4,4
nonbodingly,11,8
trigintal,9,7
lawrencium,10,10
excursionist,12,10
demiurgism,10,8
hundreddollar,13,9
supraconductor,14,10
illamon,7,6
annwn,5,3
epitympanic,11,9
wavyedged,9,7
uncopied,8,8
kneel,5,4
membranelike,12,9
quails,6,6
ingratitude,11,9
negroize,8,7
kwazulu,7,6
cornexporting,13,10
yanan,5,3
retraversing,12,9
depravingly,11,11
wanweird,8,7
snakemilk,9,8
terraba,7,5
ambulances,10,9
stickleaf,9,9
becloaked,9,8
predative,9,8
overholiness,12,9
wateryheaded,12,8
algesthesis,11,8
subinfeudatories,16,12
tautologism,11,9
salinella,9,6
papert,6,5
limeman,7,6
vulgarizing,11,9
overgenerous,12,8
thoracodelphus,14,12
overmobilizing,14,11
unvitiated,10,8
recolors,8,6
unspoil,7,7
triduo,6,6
bisected,8,7
cdev,4,4
tushy,5,5
alloy,5,4
rebeset,7,5
glitch,6,6
groundice,9,9
khami,5,5
nonseparative,13,10
winger,6,6
carius,6,6
angelicize,10,8
uart,4,4
replans,7,7
topful,6,6
strephonn,9,8
stellular,9,7
opiumdrowsed,12,10
andrija,7,6
ectorganism,11,11
abstaining,10,7
cheroot,7,6
actipylea,9,8
logi,4,4
penetrance,10,7
breadless,9,7
stampless,9,7
afterlife,9,7
berycoid,8,8
omninescience,13,7
calliandra,10,7
overlace,8,7
improving,9,8
echoless,8,6
subaud,6,5
realtors,8,7
subpreceptorial,15,12
woodcarving,11,10
undying,7,6
bravers,7,6
vyborg,6,6
nidana,6,4
unwan,5,4
pleasanter,10,8
diego,5,5
ismael,6,6
unreverent,10,6
magmatic,8,6
sneakishly,10,9
raftsmen,8,8
semicombined,12,9
remarshalling,13,10
granaries,9,7
nakedize,8,7
cynipidae,9,8
preacquiring,12,10
tappickle,9,8
isolinolenic,12,7
gondite,7,7
yank,4,4
uncore,6,6
beacham,7,6
overthrowers,12,8
clima,5,5
elfrieda,8,7
putters,7,6
cyclostomata,12,8
tanglefoot,10,8
imprescriptibility,18,11
swimmeret,9,7
intraoctave,11,9
approves,8,7
torrey,6,5
overhunt,8,8
cravatted,9,7
copaibas,8,7
raiments,8,8
fwhm,4,4
merrilyn,8,7
overcleanness,13,9
hydropneumatization,19,14
actinodromous,13,11
eyesalve,8,6
paravant,8,6
kiepura,7,7
igy,3,3
traversable,11,8
superjunction,13,11
paleoethnic,11,10
retables,8,7
jigged,6,5
coapprover,10,7
stonebrown,10,8
macklike,8,7
nonrevaluation,14,10
eyrar,5,4
lymphocele,10,8
harlamert,9,7
blushwort,9,9
beyrouth,8,8
discepts,8,7
erme,4,3
brightspotted,13,11
trothkeeping,12,10
pachons,7,7
skatoscopy,10,8
deptford,8,7
ourangs,7,7
verderors,9,6
playdays,8,6
herat,5,5
wadmaals,8,6
spitz,5,5
fatiguesome,11,10
proteopectic,12,7
filago,6,6
mttr,4,3
ultratropical,13,9
wennebergite,12,8
honda,5,5
knots,5,5
counterwind,11,10
rusot,5,5
testacean,9,6
winterport,10,8
midranges,9,9
bandor,6,6
participance,12,8
phenolphthalein,15,9
intraarterial,13,7
spermogoniferous,16,11
redressible,11,7
ferocious,9,8
maitlandite,11,8
triticality,11,7
pineta,6,6
jaditic,7,6
yander,6,6
stuartia,8,6
prophetstatesman,16,10
entrechats,10,8
whopper,7,6
exilarchate,11,9
aneto,5,5
moorman,7,5
lavation,8,7
stictaceae,10,6
draperess,9,6
fratricidal,11,8
subarachnoidean,15,12
minneapolis,11,9
cayugan,7,6
bot,3,3
reextend,8,6
involuting,10,8
bldr,4,4
burlison,8,8
sighing,7,5
sinthralled,11,10
pentarch,8,8
thapsus,7,6
fibrinogenic,12,9
lalittah,8,5
twicenoted,10,8
airliah,7,5
geomorphologic,14,10
parliamentarization,19,11
iarovized,9,8
imbrius,7,6
scombrone,9,8
woops,5,4
dyophysitical,13,11
veilhid,7,6
yellowbearded,13,9
steatoses,9,5
inconvenienced,14,7
mestesoes,9,5
tiltmaker,9,8
polverine,9,8
argas,5,4
wyliecoat,9,9
megrimish,9,7
catheter,8,6
harshaw,7,5
vermeilcheeked,14,10
hollandish,10,8
uranyls,7,7
eophyte,7,6
livenza,7,7
leatherbound,12,11
gripple,7,6
philos,6,6
petrosquamosal,14,11
seascapist,10,7
haecceities,11,7
bromthymol,10,8
unlusting,9,7
shrewdbrained,13,10
honks,5,5
rumsmelling,11,9
reascendancy,12,8
monoplegic,10,9
cholerophobia,13,10
furunculus,10,7
perithelium,11,9
frangipane,10,8
superbenignly,13,11
xerosis,7,6
allmouth,8,7
koeltztown,10,8
sr,2,2
bemoult,7,7
clausiliidae,12,8
unharmed,8,8
unstudiousness,14,8
glisteringly,12,9
swashy,6,5
submersed,9,7
hyperhilariously,16,11
okey,4,4
anteroventrally,15,9
anthranilate,12,8
echimys,7,7
mdes,4,4
thiswayward,11,9
aminta,6,5
hypalgesia,10,9
preconceived,12,9
narcotising,11,9
intertarsal,11,8
brightsome,10,10
autota,6,4
shellie,7,5
campfight,9,9
polyparian,10,8
cynophilic,10,8
articulating,12,9
triumpher,9,8
xantippe,8,7
superterrene,12,7
calcanea,8,5
translay,8,7
cytostome,9,7
gonoblast,9,8
brownspotted,12,10
mollipilose,11,7
lavendering,11,9
internationality,16,9
unmulled,8,6
radarmen,8,6
earthmove,9,8
overadvancing,13,10
desmolase,9,7
calibrates,10,9
chloranemia,11,10
bitterblain,11,8
cotyledonar,11,10
sententious,11,7
funditor,8,8
swiftfooted,11,8
cpw,3,3
polyharmony,11,9
urbanizes,9,9
giana,5,4
recapitulating,14,11
plagiotropous,13,10
transcanadian,13,8
ogreish,7,7
adores,6,6
bouw,4,4
cagiest,7,7
hypertrophyphied,16,9
coxcombity,10,8
dolichofacial,13,8
yakker,6,5
unrein,6,5
isograph,8,8
hyads,5,5
tatar,5,3
phrenospasm,11,9
vote,4,4
diatomaceae,11,8
upcheer,7,6
preamps,7,6
beet,4,3
stintedness,11,6
udelle,6,4
chuanchow,9,7
pimelitis,9,7
lifebreathing,13,11
overempired,11,8
papiermch,9,8
aconitum,8,8
pronglike,9,9
rediminish,10,8
larrikinism,11,8
noma,4,4
plaque,6,6
alloplasmatic,13,9
zonitidae,9,8
tickling,8,7
cornuto,7,6
summariser,10,7
heyduck,7,7
waterloos,9,8
utilizing,9,7
housewiferies,13,9
slattered,9,7
hymenomycetal,13,10
heraldess,9,7
indolently,10,8
braids,6,6
celio,5,5
yesterday,9,7
slated,6,6
runaway,7,6
schlitz,7,7
egan,4,4
disappointments,15,10
amadi,5,4
overhigh,8,7
bihai,5,4
conciousness,12,7
amplifiable,11,8
beetleheadedness,16,9
astrogating,11,8
tranzschelia,12,11
homosexualist,13,11
briton,6,6
openhousing,11,9
uncap,5,5
crosscloth,10,7
steeplelike,11,7
unshaveable,11,9
talus,5,5
placebos,8,8
goodyship,9,8
besugar,7,7
immanity,8,6
ruddled,7,5
nonliving,9,6
resinous,8,7
evaporators,11,8
diplodia,8,6
blanker,7,7
scepters,8,6
fastidious,10,8
suppliable,10,8
neurilemmal,11,8
uranological,12,9
knived,6,6
whoops,6,5
milkfed,7,7
gauzier,7,7
leadstone,9,8
sclerectomy,11,9
nonpreference,13,7
nonforested,11,8
slowtongued,11,10
parsonically,12,10
changers,8,8
undiscomfited,13,11
strom,5,5
coimplicate,11,9
bridgeless,10,8
bairagi,7,5
stantonsburg,12,9
buckboard,9,8
hospitaller,11,10
archmystagogue,14,12
tuamotuan,9,6
nonoptical,10,8
kolchak,7,6
tribespeople,12,9
nonmeteorically,15,11
sviatonosite,12,8
gateless,8,6
gaylesville,11,8
algas,5,4
refed,5,4
talkeetalkee,12,5
northeaster,11,8
forgettably,11,10
proletariatism,14,10
unmercied,9,8
pinchpenny,10,7
zita,4,4
nonsaxon,8,5
inclemently,11,8
lampblown,9,8
witcrack,8,7
radialia,8,5
fibbers,7,6
mersion,7,7
deltahedra,10,7
eudaemonistical,15,12
apoidea,7,6
culpas,6,6
nonreactionaries,16,9
overbookish,11,9
hyperorthognathic,17,12
moli,4,4
resistlessness,14,7
kuskwogmiut,11,9
laconized,9,9
tref,4,4
sasswoods,9,5
cryptoclastic,13,10
usque,5,4
frigidities,11,8
coupon,6,5
liquescent,10,9
baccalaureus,12,8
roeser,6,4
orcharding,10,9
mycohaemia,10,8
gibaro,6,6
garbers,7,6
procurators,11,8
diclinous,9,8
lolled,6,4
maynt,5,5
redroop,7,5
enological,10,8
semeiology,10,8
strafes,7,6
quincunxes,10,8
slezsko,7,6
highdaddies,11,7
jocunoity,9,8
anisopod,8,7
parrotfish,10,9
improver,8,7
hendiadys,9,8
ontocyclic,10,7
nonforbearingly,15,11
spottiest,9,6
retrosplenic,12,10
collie,6,5
aphasia,7,5
unendingness,12,7
eidolic,7,6
scincomorpha,12,10
blastomycosis,13,10
sloken,6,6
dovyalis,8,8
unemancipative,14,10
nonignitability,15,9
nogood,6,4
histochemistry,14,10
rontgenography,14,10
ternal,6,6
hypsocephalous,14,10
intactness,10,7
incognizant,11,8
resubscribe,11,7
rattleran,9,6
urinaemia,9,7
predeliveries,13,8
brale,5,5
overpainful,11,11
phanerocephalous,16,11
incastellate,12,8
conemaking,10,9
oospores,8,5
ramsden,7,7
hartin,6,6
hillwoman,9,8
cronel,6,6
feoffeeship,11,7
ypsiliform,10,9
lakhs,5,5
neoplatonist,12,9
annot,5,4
foampainted,11,10
unremittingly,13,10
unshackle,9,9
cyclamen,8,7
timekeepers,11,8
tomomania,9,6
gingivalgia,11,6
nonalkaloidal,13,7
hothumid,8,7
phonon,6,4
sups,4,3
stoures,7,6
sake,4,4
reform,6,5
decarbonylated,14,11
rissoidae,9,7
hodosh,6,4
psephism,8,6
hamamelidaceae,14,8
spongiousness,13,8
modificable,11,10
overmatureness,14,10
xerotic,7,7
shallowread,11,9
oscillations,12,8
sandastros,10,7
hexactinellidan,15,10
diaene,6,5
berkin,6,6
siliquae,8,7
protohematoblast,16,11
theriaca,8,7
spinosotubercular,17,13
thynne,6,5
slavishness,11,8
extrapolator,12,8
eurytropic,10,9
nontrigonometric,16,9
archimycetes,12,10
appletwig,9,8
intraseptal,11,9
bullfinches,11,10
furtively,9,9
mokas,5,5
plumasite,9,9
vertibleness,12,9
dbv,3,3
predeplete,10,6
lichas,6,6
precomment,10,8
reelection,10,8
quantico,8,8
upgrowth,8,8
denominates,11,9
marcella,8,6
breviature,10,8
joey,4,4
coinoperated,12,10
villegiature,12,9
rosettes,8,5
gemmoid,7,6
crotcheteer,11,6
welloverseen,12,8
symbiogenetic,13,11
holographies,12,10
glycerins,9,9
reticularian,12,9
direxit,7,6
classical,9,5
hibbert,7,6
kisan,5,5
tunish,6,6
simois,6,4
woeillumed,10,8
unclothe,8,8
resonantly,10,9
overprints,10,9
valentinite,11,7
settleable,10,6
beshrew,7,6
haematitic,10,7
untagged,8,7
twoshot,7,5
trekkers,8,5
transpires,10,8
palletized,10,8
opes,4,4
peaseweep,9,5
nonplausibleness,16,10
corfu,5,5
nongelling,10,6
incisure,8,7
boruca,6,6
antiextreme,11,8
balthazar,9,7
indifferent,11,7
broughams,9,9
freshcoined,11,10
dyscratic,9,8
rooter,6,4
electroendosmotic,17,11
sacco,5,4
roquist,7,7
doyleys,7,6
calorie,7,7
cotingidae,10,9
rechannelling,13,9
medisance,9,8
decussorium,11,9
invitant,8,5
catadromous,11,9
pisciculturally,15,10
springwurzel,12,11
defyingly,9,8
pericementoclasia,17,12
romanoecclesiastical,20,11
fumarole,8,8
negligences,11,7
scaups,6,5
scathingly,10,10
overstretch,11,8
rainwash,8,7
unenglish,9,8
traist,6,5
unextendable,12,9
recta,5,5
herm,4,4
iridopupillary,14,9
shefriend,9,8
vociferations,13,11
scuta,5,5
visards,7,6
paralytically,13,8
unsinuate,9,7
cranksided,10,9
prepupal,8,6
alleyways,9,6
spaz,4,4
polysemous,10,8
ravager,7,5
aftereffects,12,7
ceramidium,10,8
pyroxyline,10,9
pushoff,7,6
crengle,7,6
gumpheon,8,8
eyde,4,3
evolutionistic,14,10
extemporising,13,11
humanising,10,8
unammoniated,12,9
archaeologer,12,8
prekantian,10,8
protonema,9,8
paederastically,15,11
monitress,9,8
fraktur,7,6
penology,8,7
spruceness,10,7
holw,4,4
alyssa,6,4
confragose,10,9
commutators,11,8
preflight,9,9
zambezian,9,7
fussle,6,5
crystallites,12,9
warfaring,9,7
cafiero,7,7
pyrazolone,10,9
advocate,8,7
noncontingent,13,7
reengages,9,6
perkinism,9,8
syble,5,5
ulteriorly,10,8
treasoncanting,14,10
gynaecium,9,9
unlionised,10,8
applepolish,11,8
keepnet,7,5
terylene,8,6
uncivilizable,13,10
overcommonness,14,8
makonde,7,7
forra,5,4
saragat,7,5
homedale,8,7
tongueshaped,12,11
microfungal,11,11
subartesian,11,9
moderatist,10,9
pulverising,11,10
banderillas,11,9
prosyrian,9,8
porgo,5,4
roritorious,11,6
goularo,7,6
amphidamas,10,7
befrets,7,6
strathmere,10,7
bepity,6,6
okapia,6,5
lauans,6,5
clout,5,5
eulogize,8,7
galeid,6,6
unpolled,8,7
coutil,6,6
hypocentre,10,9
unorthodox,10,8
crystallochemical,17,12
undiscovered,12,10
strainers,9,7
nonejection,11,7
toled,5,5
defectionist,12,9
tertia,6,5
bugi,4,4
unbeavered,10,8
nonsensitiveness,16,7
bronwen,7,6
shellfisheries,14,7
woodenest,9,7
ptyalagogic,11,9
duodecane,9,7
confederatism,13,12
hokansiouan,11,8
heliconius,10,9
dropworts,9,7
hexatomic,9,9
apomicts,8,8
mistreatment,12,8
kyathos,7,7
ormer,5,4
tampoy,6,6
chlortetracycline,17,11
chrysophyll,11,8
plumbog,7,7
hypermetaphoric,15,11
zillionths,10,8
manuductory,11,10
kaleb,5,5
apalit,6,5
laicism,7,6
extreat,7,5
rals,4,4
sclerenchyme,12,9
cigarfish,9,8
pannam,6,4
blepharydatis,13,12
cunoniaceae,11,7
becharms,8,8
nixie,5,4
woons,5,4
septemviri,10,8
ochotona,8,6
seats,5,4
welsium,7,7
mistouches,10,9
reawakening,11,8
nierstein,9,6
stratic,7,6
ventages,8,7
wormers,7,6
remunerably,11,9
nonscientific,13,8
postmedian,10,10
acridinic,9,6
unnicked,8,7
nearwhite,9,8
berenices,9,7
tetrachotomous,14,10
silenced,8,7
idoneous,8,7
enquiries,9,7
clotheshorses,13,8
ninesyllabled,13,9
decantation,11,8
eagle,5,4
fitzhugh,8,7
irremunerable,13,9
ludd,4,3
witherweight,12,7
blastomas,9,7
epitaxially,11,8
typedressing,12,10
phlogistication,15,11
ayahs,5,4
paralyzation,12,10
overlusciousness,16,10
weisler,7,6
termital,8,7
epigenetic,10,7
daimen,6,6
enneahedral,11,7
gweeon,6,5
swiftwinged,11,9
gamma,5,3
traceback,9,7
outfitting,10,7
evilsayer,9,8
cronying,8,7
aquarist,8,7
designator,10,10
subthreshold,12,10
damson,6,6
unsalubriousness,16,10
anglophobic,11,10
bharal,6,5
tomatillos,10,7
overspins,9,8
xylidines,9,8
entelluses,10,6
transessentiate,15,7
unconfessed,11,8
luvs,4,4
endaortic,9,9
palatine,8,7
quadrifolium,12,10
widgery,7,7
dingling,8,5
albutannin,10,7
hegumenos,9,8
cuckoopintle,12,10
peaker,6,5
sweepers,8,5
twiceforgotten,14,10
stoppage,8,7
chopsticks,10,8
goli,4,4
lumbus,6,5
fellmonger,10,8
vasopressin,11,9
carminate,9,8
karrusel,8,7
chitkara,8,7
manuscripts,11,10
ancylose,8,8
examine,7,6
unawakenedness,14,8
fieldon,7,7
subcarbureted,13,9
unghostlike,11,11
tswanas,7,5
kozlov,6,5
fixedly,7,7
fleshlier,9,7
teethes,7,4
negativing,10,7
appointing,10,7
streptococcic,13,8
unsugary,8,7
sublabially,11,7
vanderbilt,10,10
gerenuk,7,6
attn,4,3
persistively,12,9
startinghole,12,11
allseed,7,5
singleleaded,12,8
homogenesis,11,8
conrad,6,6
salpae,6,5
rotor,5,3
serais,6,5
bedimmed,8,5
potholes,8,7
circumvolve,11,9
rigidness,9,7
gulfweeds,9,8
multifocal,10,9
sensorimotor,12,8
chauffeuring,12,10
overcloy,8,7
firstrun,8,7
woozle,6,5
greb,4,4
whelming,8,8
conchoid,8,6
claps,5,5
dace,4,4
orchiopexy,10,9
phonesis,8,7
sidelying,9,8
rearmed,7,5
gangli,6,5
beatably,8,6
windshift,9,8
unsoldier,9,9
selfvindication,15,12
verve,5,3
conniptions,11,7
standardbearership,18,11
squamipennes,12,9
tingliest,9,7
mistery,7,7
outhumors,9,7
spongillid,10,8
anisopetalous,13,10
loessal,7,5
deathlessly,11,8
criers,6,5
omphalotomy,11,8
enamoured,9,8
tasselmaker,11,8
buckety,7,7
briefs,6,6
gaspe,5,5
epidotization,13,9
sapors,6,5
alochia,7,6
residencia,10,8
godmen,6,6
elacolite,9,7
swati,5,5
shilluk,7,6
vauntingly,10,9
iconicity,9,6
unvagrantness,13,9
encarpuspi,10,9
dysfunctioning,14,11
superuniversal,14,10
threecapsuled,13,11
unformalised,12,12
squeegee,8,5
mosaically,10,8
peregrination,13,9
thesaurus,9,7
hydromechanic,13,11
holo,4,3
castlewise,10,8
curbs,5,5
laugh,5,5
documented,10,8
thoracic,8,7
robustiously,12,9
sabanut,7,6
respiring,9,7
bioresearch,11,9
maenadic,8,7
icterics,8,6
metapolitical,13,9
uncheckered,11,8
crosscurve,10,7
winterbeaten,12,8
segment,7,6
lavernia,8,7
unpetticoated,13,10
urophobia,9,8
catoptrical,11,8
glycolysis,10,7
fouty,5,5
twicerevolted,13,10
balkish,7,7
disquisition,12,8
slouchingly,11,10
outthieving,11,9
zygenid,7,7
martz,5,5
floatboat,9,6
tretis,6,5
shortbladed,11,10
twinebinding,12,8
underlanguaged,14,8
aglaspis,8,6
hysterotomies,13,9
philopornist,12,9
arteriasis,10,6
thiocarbonic,12,9
noninvolvements,15,9
tanbur,6,6
nibbler,7,6
pentagonoid,11,9
metamorphosy,12,10
piecer,6,5
mustoe,6,6
verbalistic,11,10
supertragic,11,10
rohuna,6,6
consignataries,14,10
arboriform,10,7
recoupment,10,9
orchitic,8,6
leprechauns,11,10
ungula,6,5
refiner,7,5
typhlosole,10,8
zebras,6,6
slangster,9,8
multipinnate,12,9
quasierotically,15,12
entomostracan,13,9
redelivered,11,6
ferd,4,4
phagocytosis,12,10
patchwork,9,9
lawyersville,12,9
haremism,8,7
avanguardisti,13,10
promasonic,10,9
raphides,8,8
turbine,7,7
solutory,8,7
methylating,11,10
noodle,6,5
decompensate,12,10
saintmaure,10,9
opposites,9,6
mopane,6,6
schechter,9,6
absolves,8,7
navar,5,4
figureground,12,9
chasuble,8,8
nonimmunization,15,8
disquisited,11,7
pregothic,9,9
multicoccous,12,8
lacerable,9,6
unobjectionably,15,12
deteriorative,13,8
lehr,4,4
tungos,6,6
samaras,7,4
cappaper,8,5
mez,3,3
inclasped,9,9
reinforcers,11,8
wan,3,3
nutrition,9,6
equipoised,10,8
unconsidering,13,10
seafloors,9,7
scrutinant,10,8
primitives,10,8
skylook,7,5
autodials,9,8
aardwolf,8,7
herdsman,8,8
hyposphene,10,7
